Categoria,Posicao,Cod_dekoreba,English,Portuguese,Spanish,French,German,Italian
substantivos,1,1001,tennis,tênis,tenis,tennis,Tennis,tennis
substantivos,2,1001,tennis shoes,Tênis,pelota de tenis,basket,Leinenschuh,pallacorda
substantivos,3,1001,trainer,ténis,-,tennis de gazon,Leisetreter,tennis sull’erba
substantivos,1,1002,stress,tensão,tensión,tension,Spannung,tensione
substantivos,2,1002,tension,stress,estrés,charge,Streß,stress
substantivos,3,1002,voltage,vida agitada,potencial eléctrico,effort,Tension,tono
substantivos,1,1003,theorem,teorema,teorema,théorème,Theorem,teorema
substantivos,1,1004,term,termo,término,limite,Klausel,parola
substantivos,2,1004,word,palavra,palabra,expression,Bezeichnung,termine
substantivos,3,1004,addend,vocábulo,palabro,mot,Terminus,conclusione
substantivos,1,1005,suit,terno,tacuche colloquial,complet,Anzug,vestito
substantivos,2,1005,outfit,afetuoso,terno Ecuador,affectueux,sanft,fornitura
substantivos,3,1005,set,carinhoso,traje,tendre,liebevoll,equipaggio
substantivos,1,1006,soil,solo,tierra,terre,Land,terreno
substantivos,2,1006,land,terra,comarca,pays,Länder,terra
substantivos,3,1006,area,plaga,región,région,Bereich,paese
substantivos,1,1007,pair of scissors,podadeira,tijeras,ciseaux,Schere,forbici
substantivos,2,1007,scissors,tesoura,tijera,cisaille,Winkerkrabbe,cesoie
substantivos,3,1007,shear,tosquiadeira,sax,uca,Victory-Geste,forbice
substantivos,1,1008,test,exame,test,examen,Examen,esame
substantivos,2,1008,testing,teste,examen,test,Prüfung,prova d’esame
substantivos,3,1008,quiz,prova,contraste,vérification,Test,test
substantivos,1,1009,ceiling,teto,techo,plafond,Decke,soffitto
substantivos,2,1009,teats,tecto,pezón,toit,Zimmerdecke,capezzoli
substantivos,3,1009,cap,telhado,el techo,mamelon,Zitze,tetto
substantivos,1,1010,texture,textura,textura,texture,Textur,tessitura
substantivos,2,1010,fabric,-,-,structure,Bau,testura
substantivos,1,1011,hairband,tiara,tiara,tiare,Tiara,diadema
substantivos,2,1011,headband,bandelete,-,bandeau,Papstkrone,Cerchietto
substantivos,3,1011,tiara,bandolete,-,diadème,Stirnreif,tiara
substantivos,1,1012,tiger,tigre,tigre,tigre,Tiger,tigre
substantivos,2,1012,tigers,Tigres,panthera tigris,panthera tigris,Tigerin,tigri
substantivos,3,1012,Panthera tigris,leopardo,-,tigresse,Leopard,Panthera tigris
substantivos,1,1013,diffidence,timidez,timidez,timidité,Schüchternheit,timidezza
substantivos,2,1013,bashfulness,-,pudor,-,Furchtsamkeit,ritrosia
substantivos,3,1013,shyness,-,vergüenza,-,Scheu,timidità
substantivos,1,1014,paint,tinta,color,peinture,Farbe,colore
substantivos,2,1014,color,cor,colorante,couleur,Lack,pittura
substantivos,3,1014,colour,tinta digital,colorete,encre,Gemälde,vernice
substantivos,1,1015,like,tipo,tipo,genre,Typ,fare
substantivos,2,1015,type,modelo,clase,modèle,Typus,scommettere
substantivos,3,1015,sort,padrão,estilo,type,Gattung,tipo
substantivos,1,1016,tyrant,tirano,tirano,tyran,Tyrann,tiranno
substantivos,2,1016,despot,déspota,autócrata,autocrate,Wüterich,autocrate
substantivos,3,1016,dictator,autocrata,déspota,despote,Despot,despota
substantivos,1,1017,title,título,título,titre,Titel,titolo
substantivos,2,1017,caption,cabeçalho,valor,valeur,Effekten,intestazione
substantivos,3,1017,degree,epígrafe,valor mobiliario,valeur mobilière,Schuldurkunde,appellativo
substantivos,1,1018,towel,toalha,toalla,serviette,Handtuch,asciugamano
substantivos,2,1018,tablecloth,guardanapo,mantel,nappe,Tischtuch,tovaglia
substantivos,3,1018,table-cloth,-,-,essuie-main,Badetuch,toviglia
substantivos,1,1020,torch,archote,antorcha,torche,Fackel,fiaccola
substantivos,2,1020,lamp,brandão,lámpara,lampe,Brenner,torcia
substantivos,3,1020,flambeau,facho,-,flambeau,Lampe,lampada
substantivos,1,1021,capture,tomada,toma,prise de courant,Anschlussstecker,inquadratura
substantivos,2,1021,socket,ingestão,enchufe,prise de courant femelle,Steckdose,presa di corrente
substantivos,3,1021,jack,ocupação,ingestión,prise,Stecker,presa
substantivos,1,1022,dizziness,tontura,vértigo,vertige,Schwindel,vertigine
substantivos,2,1022,fear of heights,cabeça,tontería,transe,Vertigo,vertigini
substantivos,3,1022,vertigo,de,trance,défaillance,Übelkeit,trance
substantivos,1,1023,topaz,topázio,topacio,topaze,Topas,topazio
substantivos,1,1024,touch,tocar,contacto,contact,Kontakt,contatto
substantivos,2,1024,beat,toque,interpretación,coup,Klingeln,tatto
substantivos,3,1024,handling,contacto,tacto,toucher,Klingel,tocco
substantivos,1,1025,faucet,bica,espita,robinet,Hahn,rubinetto
substantivos,2,1025,spigot,torneira,grifo,coq,Kran,cannella
substantivos,3,1025,stopcock,-,grifón,robinet d’arrêt,Wasserhahn,robinetto
substantivos,1,1026,bull,touro,toro,mâle,Bulle,maschio
substantivos,2,1026,bulls,toiro,Tauro,taureau,Stier,toro
substantivos,3,1026,Taurus,macho,Torete,Taureau,stier,tori
substantivos,1,1027,costume,traje,traje,toilette,Kleidung,conviene
substantivos,2,1027,rig,vestimenta,galas,costume,Klamotten,bardatura
substantivos,3,1027,outfit,roupa,vestido,complet,Bekleidung,abiti da cerimonia
substantivos,1,1028,trumpet,trombeta,trompeta,trompette,Trompete,tromba
substantivos,2,1028,horn,buzina,trombón,cor,Horn,corno
substantivos,3,1028,cornet,trompa,trompa,avertisseur,Engelstrompete,cornetta
substantivos,1,1029,omnipresence,ubiquidade,ubicuidad,ubiquité,Allgegenwärtigkeit,onnipresenza
substantivos,2,1029,ubiquitousness,Onipresença,-,omniprésence,Ubiquität,ubiquità
substantivos,1,1030,breast,mama,ubre,mamelle,Brust,mammella
substantivos,1,1033,ufology,ufologia,ufología,ovniologie,Ufologie,ufologia
substantivos,1,1035,outrage,ultraje,atropello,affront,Beleidigung,oltraggio
substantivos,1,1036,overdrive,ultrapassagem,-,-,-,levatura
substantivos,1,1037,navel,umbigo,ombligo,ombilic,Nabel,ombelico
substantivos,2,1037,belly button,centro,ónfalo,nombril,Bauchnabel,centro
substantivos,3,1037,bellybutton,ponto médio,centro,omphalos,Zentrum,onfalo
substantivos,1,1039,unanimity,unanimidade,unanimidad,unanimité,Einstimmigkeit,unanimità
substantivos,1,1041,ointment,unguento,ungüento,baume,Salbe,crema
substantivos,2,1041,salve,pomada,-,pommade,-,pomata
substantivos,3,1041,plaster,-,-,onguent,-,unguento
substantivos,1,1042,nail,unha,uña,ongle,Nagel,unghia
substantivos,2,1042,fingernail,garra,garra,griffe,Fingernagel,artìglio
substantivos,3,1042,claw,Unhas,zarpa,serre,Kralle,grìnfia
substantivos,1,1043,union,união,unión,union,Union,unione
substantivos,2,1043,joint,unidade,porro,petard,Joint,spinello
substantivos,3,1043,unit,ligação,unidad,unité,Einer,unità
substantivos,1,1044,unicorn,unicórnio,unicornio,licorne,Einhorn,unicorno
substantivos,2,1044,unicorn face,licorne,cara de unicornio,unicorne,Einhorngesicht,alicorno
substantivos,3,1044,-,licórnio,-,Licorne,-,liocorno
substantivos,1,1045,universe,universo,universo,univers,Universum,universo
substantivos,2,1045,cosmos,Universo,población,cosmos,Weltall,creato
substantivos,3,1045,world,cosmo,creación,population,All,cosmo
substantivos,1,1046,university,universidade,universidad,université,Hochschule,università
substantivos,2,1046,college,academia,academia,académie,Universität,accademia
substantivos,3,1046,academy,Instituição universitária,institución universitaria,société savante,Akademie,istituzione universitaria
substantivos,1,1047,uranium,urânio,uranio,uranium,Uran,uranio
substantivos,2,1047,U,U,U,U,U,U
substantivos,1,1048,urgency,urgência,urgencia,urgence,Harndrang,tenesmo vescicale
substantivos,2,1048,pressure,emergência,apremio,crise,Urgenz,urgenza
substantivos,3,1048,exigency,-,emergencia,exigence,Notfall,emergenza
substantivos,1,1049,urn,urna,urna,urne,Urne,urna
substantivos,2,1049,ballot box,Urna eleitoral,-,Urne électorale,Wahlurne,urna elettorale
substantivos,1,1050,bear,urso,oso,ours,Bär,orso
substantivos,2,1050,Dipper,Ursidae,Ursidae,Ursidae,Selenarctos,Ursidae
substantivos,3,1050,Ursidae,selenarctos,selenarctos,selenarctos,Thalarctos,orsi
substantivos,1,1051,nettle,ortiga,ortiga,ortie,Nessel,ortica
substantivos,2,1051,stinging nettle,urtiga,urtica,corne,Brennessel,urtica
substantivos,1,1052,plant,fábrica,fábrica,fabrique,Anlage,impianto
substantivos,2,1052,factory,usina,maquinaria,outillage,Fabrik,fabbrica
substantivos,3,1052,mill,casademoinho,fabrica,usine,Werk,manifattura
substantivos,1,1053,cow,vaca,vaca,vache,Kuh,mucca
substantivos,2,1053,whore,bovino,bovino,bovin,Rind,vacca
substantivos,3,1053,bitch,Boi,Bos Taurus,Bos primigenius taurus,Flittchen,vacche
substantivos,1,1054,vaccine,vacina,vacuna,vaccin,Impfstoff,vaccinazione antivaiolosa
substantivos,2,1054,vaccination,vacinação,vacunación,vaccination,Impfserum,vaccino
substantivos,3,1054,bacterins,bacterina,bacterinas,bactérine,Vakzine,batterine
substantivos,1,1056,car,vagão,coche,wagon,Wagen,vagone
substantivos,2,1056,carriage,carro,vagón,charrette,Bahnwagen,cabina
substantivos,3,1056,coach,carruagem,carretas,tombereau,Waggon,vettura
substantivos,1,1057,vale,vale,valle,vallée,Tal,valle
substantivos,2,1057,valley,Vale,cuenca,val,Senke,valli
substantivos,3,1057,kite,Vales,valles,bon,Bett,convalle
substantivos,1,1058,portmanteau,maleta,maleta,malle,Aktentasche,bagaglio
substantivos,2,1058,briefcase,valise,valija,portemanteau,Koffer,borsa
substantivos,3,1058,suitcase,pasta,baul,valise,Gepäckstück,valigia
substantivos,1,1059,value,valor,valor,valeur,Wert,valore
substantivos,2,1059,worth,valimento,título,devise,Bedeutung,titolo
substantivos,3,1059,value prize,divisas,valor mobiliario,titre,Geltung,merito
substantivos,1,1061,vampire,vampiro,vampiro,vampire,Vampir,Chiroptera
substantivos,2,1061,Chiroptera,Chiroptera,Chiroptera,Chiroptera,Blutsauger,desmodus
substantivos,3,1061,bats,desmodus,desmodus,chauve souris,Chiroptera,pipistrelli
substantivos,1,1062,van,van,furgoneta,fourgon,Lieferwagen,autofurgone
substantivos,2,1062,minibus,furgão,furgón,fourgonnette,Transporter,furgone
substantivos,3,1062,-,-,van,camionnette,Kleinbus,minibus
substantivos,1,1063,vapor,vapor,vapor,vapeur,Dampf,vapore
substantivos,2,1063,steam,fumo,evaporación,bateau à vapeur,Qualm,motonave
substantivos,3,1063,vapour,fumaça,vaporización,évaporation,Rauch,piroscafo
substantivos,1,1064,rod,vara,palo,bâton,Stab,bastone
substantivos,2,1064,stick,pau,barra,gaule,Barre,barra
substantivos,3,1064,bar,bastão,bastón,baguette,Stange,bachetta
substantivos,1,1065,verandah,varanda,veranda,veranda,Veranda,balconata
substantivos,2,1065,veranda,Varanda,balcón,balcon,Altan,balcone
substantivos,3,1065,terrace,balcão,galería,terrasse,Terrasse,poggiolo
substantivos,1,1067,vessel,vasilha,receptáculo,récipient,Gefäß,recipiente
substantivos,2,1067,can,vaso,recipiente,pot,Behälter,cassa
substantivos,3,1067,jar,panela,vasija,bac,Hafen,tinozza
substantivos,1,1068,vessel,vasilha,receptáculo,récipient,Gefäß,recipiente
substantivos,2,1068,can,vaso,recipiente,pot,Behälter,vaso
substantivos,3,1068,jar,panela,vasija,bac,Hafen,cassa
substantivos,1,1069,broom,vassoura,escoba,balai,Besen,granata
substantivos,2,1069,sweeper,escova,escobillón,genêt,Bürste,scopa
substantivos,3,1069,besom,vassoira,retama,brosse,Bäse,ramazza
substantivos,1,1070,leakage,vazamento,fuga,fuite,Leck,fuga
substantivos,2,1070,drool,rachadura,filtración,voie d'eau,Stelle,trapelare
substantivos,3,1070,leak,fuga de informação,pérdida,fuient,undicht,crepa
substantivos,1,1071,vein,veia,vena,veine,Ader,vena
substantivos,2,1071,blood veins,artéria,arteria,artère,Bahn,arteria
substantivos,3,1071,artery,nervura,venas,nervure,Vene,nervatura
substantivos,1,1072,car,carruagem,coche,bagnole,Fuhrwerk,automobile
substantivos,2,1072,motor,veículo,vehículo,véhicule,Gefährt,macchina
substantivos,3,1072,transport,viatura,carro,véhicle,Karre,base
substantivos,1,1073,old woman,velha,mujer vieja,vieille femme,Alte,vecchia
substantivos,2,1073,old,idosa,viejo,vieil,Greisin,vecchi
substantivos,1,1074,oldness,velhice,vejez,vieillesse,Alter,terza età
substantivos,2,1074,old age,senilidade,ancianidad,sénilité,Greisenalter,senilità
substantivos,3,1074,senility,idoso,senilidad,personne âgée,Senilität,anzianità
substantivos,1,1075,sail,vela,vela,bougie,Segel,vela
substantivos,2,1075,candle,presepe,candela,voile,Kerze,candela
substantivos,3,1075,ignition plug,a do ó,cirio,bougie électrique,licht,cero
substantivos,1,1076,speed,velocidade,velocidad,vitesse,Schnelligkeit,celerità
substantivos,2,1076,pace,rapidez,apariencia,allure,Geschwindigkeit,velocità
substantivos,3,1076,velocity,aparência,aspecto,hâte,Eile,andatura
substantivos,1,1077,wind,vento,viento,vent,Wind,vento
substantivos,2,1077,breezes,sopro,brisa,air,wind,brezze
substantivos,3,1077,wind direction,brisa,dirección del viento,brise,Brise,direzione del vento
substantivos,1,1078,word,verbo,verbo,parole,Wort,parola
substantivos,2,1078,verb,palavra,palabra,verbe,Verb,verbo
substantivos,3,1078,parole,termo,juramento,mot,Zeitwort,termine
substantivos,1,1079,truth,verdade,verdad,vérité,Wahrheit,verità
substantivos,2,1079,fact of the matter,facto,veras,véracité,Richtigkeit,realmente
substantivos,3,1079,verity,fato,cierto,vrai,Treue,elemento
substantivos,1,1080,worn,usado,traje,porté,getragen,abito
substantivos,2,1080,dress,vestido,vestido,usé,Kleid,vestito
substantivos,3,1080,gown,beca,bata,robe,Robe,vestire
substantivos,1,1081,time,vez,vez,fois,Mal,volta
substantivos,2,1081,go,turno,cola,tour,Kette,polineurite
substantivos,3,1081,multiplied by,feita,fila,rangée,Reihe,giro
substantivos,1,1082,chatter,vibração,vibraciones,vibration,Vibration,vibrazioni
substantivos,2,1082,flutter,Vibração,vibración,oscillation,beben,svolazzare
substantivos,3,1082,vibration,oscilação,oscilación,vibe,Beben,vibrazione
substantivos,1,1083,glass,vidro,vidrio,verre,Glas,vetro
substantivos,2,1083,plate glass,vidraça,vaso,vitre,Schaufensterglas,calice
substantivos,3,1083,bottle,copo,vajilla de cristal,glace,Spiegelglas,vetreria
substantivos,1,1084,alert,vigilante,alerta,attentif,alert,arzillo
substantivos,2,1084,on guard,alerta,vigilante,vigilant,rege,sveglio
substantivos,3,1084,on the lookout,atento,atento,alerte,munter,vigilante
substantivos,1,1085,cup,chávena,cubilete,tasse,Tasse,tazza
substantivos,2,1085,mug,xícara,taza,coupe,Becher,calice
substantivos,3,1085,drinking vessel,copo,copa,tasse à thé,Kelch,coppa
substantivos,1,1086,chess,xadrez,ajedrez,échecs,Schach,scacchi
substantivos,2,1086,peter,jogo de xadrez,juego de ajedrez,échec,Schachspiel,carcere
substantivos,3,1086,plaid,cadeia,ajederez,geôle,Knast,ergastolo
substantivos,1,1088,rear,retaguarda,retaguardia,arrière-garde,Nachhut,retroguardia
substantivos,1,1089,angry,zangado,enojado,fâché,böse,arrabbiato
substantivos,2,1089,irate,bravo,airada,en colère,erzürnt,cruccioso
substantivos,3,1089,pissed,irado,airado,fou,zornig,faccina arrabbiata
substantivos,1,1090,zebra,zebra,cebra,zèbre,Zebra,zebra
substantivos,2,1090,Equus burchelli,Equus burchelli,Equus burchelli,Equus burchelli,Equus Burchelli,Equus burchelli
substantivos,3,1090,zebras,Zebra,zebra,-,-,zebre
substantivos,1,1091,overseer,alcaide,conserje,bailli,Hausmeister,custode
substantivos,2,1091,taskmaster,bailio,bedel,concierge,Hausmeisterin,bidello
substantivos,3,1091,caretaker,intendente,portero,gardien,Pförtner,amministratore di una casa
substantivos,1,1092,fly,braguilha,bragueta,braguette,Hosenschlitz,chiusura lampo
substantivos,2,1092,zip fastener,zíper,cierre,fermeture éclair,Reißverschluß,zip
substantivos,3,1092,zip,fecho de correr,cremallera,tirette,Reißverschluss,cerniera
substantivos,1,1093,district,região,distrito,district,Bezirk,zona
substantivos,2,1093,zone,zona,zona,région,Kreis,area
substantivos,3,1093,area,área,culebrilla,zone,Zone,territorio
adjetivos,1,1095,blessed,abençoado,-,béni,gesegnet,beata
adjetivos,1,1096,accurate,acurado,correcto,accurat,akkurat,accurato
adjetivos,2,1096,on-time,exato,exacto,exacte,exakt,esatto
adjetivos,3,1096,punctual,justo,justo,précis,genau,accuratissime
adjetivos,1,1097,fantastic,admirável,admirable,merveilleux,wunderbar,ammirabile
adjetivos,2,1097,marvellous,imponente,digno de admiración,admirable,wunderschön,ammirevole
adjetivos,3,1097,wonderful,impressionante,maravilloso,incomparable,bewundernswert,fantastico
adjetivos,1,1098,affable,afável,afable,gentil,sanft,amichevole
adjetivos,2,1098,alluring,ameno,amable,amène,umgänglich,affascinante
adjetivos,3,1098,charming,amável,cautivador,affable,allerliebst,amabile
adjetivos,1,1099,bustling,agitado,inquieto,agité,aufgeregt,febbrile
adjetivos,2,1099,churned-up,turbulento,nervioso,inquiet,nervös,nervoso
adjetivos,1,1100,orange,alaranjado,anaranjado,orange,Orange,arancione
adjetivos,2,1100,orangish,cor-de-laranja,naranja,orangé,orange,arancio
adjetivos,3,1100,orangeness,laranja,anaranjada,-,orangefarben,arancia
adjetivos,1,1101,heart,amável,afable,cœur,Herzchen,cuore
adjetivos,2,1101,affable,afável,amable,gentil,sanft,amichevole
adjetivos,3,1101,alluring,ameno,cautivador,amène,umgänglich,affascinante
adjetivos,1,1102,anonymous,anônimo,anónimo,anonyme,anonym,anonimo
adjetivos,2,1102,unknown,anónimo,desconocido,inconnu,Anonymus,incognito
adjetivos,3,1102,unobserved,incógnito,anónima,sans nom,namenlos,innominato
adjetivos,1,1103,apathetic,apático,apático,apathique,apathisch,apatico
adjetivos,2,1103,inert,indolente,indiferente,indolent,gefühllos,indifferente
adjetivos,3,1103,phlegmatic,indiferente,abúlico,indifférent,indolent,atono
adjetivos,1,1104,arrogant,arrogante,arrogante,fat,dünkelhaft,arrogante
adjetivos,2,1104,scornful,altivo,altivo,fier,hochmütig,fierezza
adjetivos,3,1104,haughty,orgulhoso,orgulloso,orgueilleux,hochnäsig,boriosa
adjetivos,1,1105,ascendant,ascendente,ascendente,ascendant,ansteigend,ascendente
adjetivos,2,1105,ascending,-,ascendiente,croissant,steigend,ascendentale
adjetivos,1,1106,attentive,atencioso,atento,attentif,aufmerksam,attento
adjetivos,2,1106,alert,atento,consciente,complaisant,achtgebend,delicato
adjetivos,3,1106,careful,caro,solícito,gentil,achtsam,premuroso
adjetivos,1,1107,audacious,arriscado,audaz,audacieux,draufgängerisch,audace
adjetivos,2,1107,bold,audaz,valiente,courageux,dreist,intraprendente
adjetivos,3,1107,daring,ousado,atrevido,hardi,frech,ardimentoso
adjetivos,1,1108,sophisticated,avançado,mejorado,amélioré,erweitert,avanzato
adjetivos,1,1109,underdog,azarado,desdichado,malchanceux,unglücklich,povero
adjetivos,2,1109,blighted,coitado,miserable,misérable,unglückselig,sfortunato
adjetivos,3,1109,miserable,lastimoso,pobre,pauvre,unselig,compassionevole
adjetivos,1,1110,aerial,aéreo,aéreo,chimérique,aus Luft bestehend,sù
adjetivos,2,1110,airy,aérea,semiaturdido,aérien,in der Luft,aereo
adjetivos,1,1111,fast,rápido,rápido,preste,fix,rapido
adjetivos,2,1111,prompt,veloz,veloz,fulgurant,flink,svelto
adjetivos,3,1111,quick,ágil,ágil,habile,geschwind,veloce
adjetivos,1,1112,rough,áspero,áspero,rude,grob,rugoso
adjetivos,2,1112,harsh,áspera,áspera,rugueux,rauh,ruvido
adjetivos,3,1112,coarse,rugoso,"carrasposo, -a",dur,unwirsch,rude
adjetivos,1,1113,gold,de ouro,dorada,doré,golden,aurea
adjetivos,2,1113,gilded,áurea,dorado,dorée,gülden,aureo
adjetivos,3,1113,gilt,áureo,áureo,d’or,goldgelb,di oro
adjetivos,1,1114,blue,azul,azul,bleu,blau,azzurra
adjetivos,2,1114,azure,azúl,celeste,bleue,Blau,azzurro
adjetivos,3,1114,green,verde,azur,bleues,Grün,blu
adjetivos,1,1115,abashed,acanhado,encogido,timide,bang,angoscioso
adjetivos,2,1115,afraid,medonho,tímido,embarrassé,zaghaft,pauroso
adjetivos,3,1115,anxious,timorato,incómodo,gêné,befangen,pavido
adjetivos,1,1116,adherent,aderente,adhesivo,adhérent,klebend,aderente
adjetivos,2,1116,adhesive,adesivo,adherente,adhésif,Anhänger,adeso
adjetivos,1,1117,accurate,afinado,correcto,exact,akkurat,esatto
adjetivos,2,1117,correct,correcto,exacto,juste,exakt,preciso
adjetivos,3,1117,exact,correto,formal,achevé,genau,accurato
adjetivos,1,1118,blunt,agreste,basto,grossier,arg,crudo
adjetivos,2,1118,boorish,bronco,crudo,rustique,barsch,greve
adjetivos,3,1118,coarse,cru,tosco,champêtre,derb,grossolana
adjetivos,1,1119,feathery,alado,alado,ailé,geflügelt,alato
adjetivos,2,1119,winged,voado,-,blessé,geflogen,alate
adjetivos,1,1120,mobile,ambulante,movedizo,mobile,beweglich,mobile
adjetivos,2,1120,errant,inconstante,movible,ambulant,veränderlich,ambulante
adjetivos,3,1120,ambulatory,móbil,móvil,ambulatoire,wetterwendisch,ambulatorio
adjetivos,1,1121,crisp,alegre,acalorado,actif,agil,operoso
adjetivos,2,1121,active,animado,activo,vif,aktiv,attivo
adjetivos,3,1121,adroit,borbulhante,animado,vivant,arbeitend,acre
adjetivos,1,1123,favourite,apreciado,-,satisfaisant,aufgefasst,apprezzato
adjetivos,2,1123,prized,-,-,appréciée,begriffen,benaccetto
adjetivos,3,1123,appreciated,-,-,appréhendée,fasste auf,gradito
adjetivos,1,1126,artistic,artístico,artístico,artistique,künstlerisch,artìstico
adjetivos,2,1126,artsy,estético,estético,esthétique,kunstverständig,artistico
adjetivos,3,1126,arty,-,diestro,-,kunstvoll,abile
adjetivos,1,1127,active,ativo,activo,actif,Aktiva,attivo
adjetivos,2,1127,busy,activo,bien,bien,Einlagen,bene
adjetivos,3,1127,live,lesto,enérgico,agile,Forderungen,dinamico
adjetivos,1,1128,authentic,autêntico,auténtico,authentique,authentisch,autentico
adjetivos,2,1128,reliable,genuíno,genuino,réel,echt,vero
adjetivos,3,1128,bona fide,legítimo,real,vrai,verbürgt,attendibile
adjetivos,1,1130,acid,azeda,agrio,aigre,sauer,acido
adjetivos,2,1130,acidic,azedo,ácido,acide,Säure,acido lisergico
adjetivos,3,1130,sour,ácida,malhumorado,aigri,Lysergsäure-diethylamid,acre
adjetivos,1,1131,algid,álgido,álgido,algide,kalt,algido
adjetivos,1,1132,acquisitive,cobiçoso,codicioso,avide,begehrlich,avido
adjetivos,2,1132,avid,sedento,ávido,glouton,begierig,bramoso
adjetivos,3,1132,desirous,sequioso,voraz,gourmand,gierig,ghiotto
adjetivos,1,1133,open,aberto,abierto,ouvert,offen,aperto
adjetivos,2,1133,gapped,Em Aberto,abrir,ouverte,einleuchtend,aprirei
adjetivos,3,1133,loose,abrir,público,ouvertes,klar,esordire
adjetivos,1,1134,absolute,absoluto,absoluto,absolu,absolut,assoluto
adjetivos,2,1134,clean,castiço,limpio,pur,beziehungslos,puro
adjetivos,3,1134,common,limpo,puro,parfait,blank,semplice
adjetivos,1,1135,accused,acusado,acusado,inculpé,Angeklagte,accusata
adjetivos,2,1135,defendant,acusada,acusada,accusé,angeklagt,accusato
adjetivos,3,1135,culprit,ré,-,défendeur,Angeklagter,imputato
adjetivos,1,1136,torpid,adormecido,dormida,endormi,schlafend,addormentato
adjetivos,1,1137,affluent,afluente,afluente,abondant,Bach,affluenti
adjetivos,2,1137,branch,curso de água,arroyos,affluent,Fluss,corsi d’acqua
adjetivos,3,1137,brooks,riacho,cursos de agua,convergent,Nebenfluss,fiumi
adjetivos,1,1139,alien,alheio,ajeno,bien d’autrui,ausländisch,altrui
adjetivos,2,1139,detached,estranho,de otro,autrui,fremd,estraneo
adjetivos,1,1140,bitter,amargo,amargo,amer,bitter,amara
adjetivos,2,1140,acrimonious,amargoso,acerbo,âcre,beißend,amaro
adjetivos,3,1140,acrid,amaro,acre,saumâtre,grell,acre
adjetivos,1,1141,anxious,ansiosa,ansioso,anxieux,besorgt,ansioso
adjetivos,2,1141,apprehensive,ansioso,inquieto,inquiet,heftig,preoccupante
adjetivos,3,1141,agitated,aflicto,cuidadoso,angoissé,unruhig,agitato
adjetivos,1,1142,hasty,apressado,"(hecho, -a) a la carrera",bâclé,hastig,affrettato
adjetivos,2,1142,speedy,precipitado,"apremiado, -a",hâtif,eilig,frettoloso
adjetivos,3,1142,cursory,-,apresurado,précipité,eilfertig,precipitoso
adjetivos,1,1143,brutal,arisco,bronco,bougon,brummig,brusco
adjetivos,2,1143,disagreeable,brusco,brusko,maussade,unfreundlich,rude
adjetivos,3,1143,gruff,rabugento,aburrido,grognon,unwirsch,afflitto
adjetivos,1,1144,low,baixa,baja,bas,niedrig,bassa
adjetivos,2,1144,cursory,baixo,bajo,basse,flach,basso
adjetivos,3,1144,shallow,superficial,de poca profundidad,superficiel,oberflächlich,superficiale
adjetivos,1,1145,beautiful,bela,bello,beau,schön,bello
adjetivos,2,1145,nice,belo,hermoso,belle,angenehm,carino
adjetivos,3,1145,fair,bonita,lindo,joli,gut,ameno
adjetivos,1,1146,queer,bizarro,bizarro,bizarre,seltsam,curioso
adjetivos,2,1146,bizarre,estranho,curioso,singulier,absonderlich,strano
adjetivos,3,1146,curious,barroco,extraordinario,élégant,außergewöhnlich,un po’ male
adjetivos,1,1147,dupe,bobo,tonto,nigaud,Schaf,pècoro
adjetivos,2,1147,zany,estúpido,bufón,bouffon,blöd,stolto
adjetivos,3,1147,fool,idiota,bobo,niais,blödsinnig,allocco
adjetivos,1,1148,handsome,bonito,bello,beau,hübsch,bello
adjetivos,2,1148,beautiful,bela,bonito,belle,stattlich,carina
adjetivos,3,1148,pretty,belo,hermoso,joli,schön,carino
adjetivos,1,1149,brave,brava,valiente,courageuse,tapfer,ardito
adjetivos,2,1149,mad,bravo,enfadada,courageux,böse,audace
adjetivos,3,1149,gallant,nervoso,enfadado,en colère,sauer,baldo
adjetivos,1,1150,ablaze,ardente,radiante,brillant,strahlend,brillante
adjetivos,2,1150,bright,brilhante,brillante,brillante,brillant,lucente
adjetivos,3,1150,brilliant,luminoso,resplandeciente,luisant,genial,luminoso
adjetivos,1,1151,bronze,bronze,moreno,bronzé,bronzen,bronzeo
adjetivos,2,1151,tanned,bronzeado,bronceado,basané,bronzefarben,abbronzamento
adjetivos,3,1151,bronzed,brônzeo,tostado,bronzage,gebräunt,abbronzatura
adjetivos,1,1152,brute,bruto,bruto,brut,brutal,lordo
adjetivos,2,1152,raw,cru,crudo,rude,brutto,bruto
adjetivos,3,1152,yahoo,rês,basto,abêti,derb,greggio
adjetivos,1,1153,bucolic,bucólico,bucólico,bucolique,arkadisch,arcadico
adjetivos,2,1153,arcadian,-,-,pastoral,-,bucolico
adjetivos,3,1153,pastoral,-,-,arcadien,-,pastorale
adjetivos,1,1156,box tree,buxo,boj,buis,Buchsbaum,bosso
adjetivos,2,1156,box,buxeira,-,boite,Buchs,bossolo
adjetivos,1,1157,Byzantine,bizantino,bizantino,byzantin,byzantinisch,bizantino
adjetivos,1,1158,biblical,bíblico,bíblico,biblique,biblisch,biblico
adjetivos,2,1158,scriptural,biblico,-,scriptural,-,scritturale
adjetivos,3,1158,-,-,-,-,-,scritturali
adjetivos,1,1159,inexpensive,barata,barata,peu coûteuse,billig,economica
adjetivos,2,1159,cheap,barato,barato,peu coûteux,kitschig-bunt,economico
