Categoria,English,Portuguese,Spanish,French,German,Italian
substantivos,brittienglannissa joskus myös ice,sorvete,helado,glace,Eis,gelato
substantivos,break,alívio,descanso,repos,Pause,riposo
substantivos,accent,sotaque,acento,accent,Akzent,accento
substantivos,armpit,axila,axila,aisselle,Achselhöhle,ascella
substantivos,mild,suave,suave,douce,mild,delicata
substantivos,gravy,essência,jugo,jus,Saft,succo
substantivos,mess,sujeira,inmundicia,graisse,Dreck,lerciume
substantivos,south,sul,sur,sud,Süden,sud
substantivos,deafness,surdez,sordera,surdité,Gehörlosigkeit,sordità
substantivos,breath,respiração,aliento,haleine,Atem,alito
substantivos,board,tábua,tablero,liste,Brett,lista
substantivos,board,rebatida,palo,bardeau,Dübel,stecca
substantivos,tattoo,tatuagem,tatuaje,tatouage,Tätowierung,tatuaggio
substantivos,duty,imposto,arancel,taxe,Zoll,dazio
substantivos,job,tarefa,tarea,tâche,Aufgabe,compito
substantivos,fare,tarifa,precio,prix,Fahrpreis,prezzo
substantivos,badge,crachá,placa,badge,Dienstgradabzeichen,distintivo
substantivos,cloth,pano,tela,tissu,Stoff,stoffa
substantivos,fabric,conformação,estructura,structure,Bildung,struttura
substantivos,telephone,telefone,teléfono,téléphone,Telefon,telefono
substantivos,theme,tema,tema,thème,Motiv,tema
substantivos,fear,medo,temor,peur,Angst,paura
substantivos,weather,clima,tiempo,temps,Wetter,tempo
substantivos,tennis,tênis,tenis,tennis,Tennis,tennis
substantivos,stress,tensão,tensión,tension,Spannung,tensione
substantivos,theorem,teorema,teorema,théorème,Theorem,teorema
substantivos,term,termo,término,limite,Klausel,parola
substantivos,suit,terno,tacuche colloquial,complet,Anzug,vestito
substantivos,soil,solo,tierra,terre,Land,terreno
substantivos,pair of scissors,podadeira,tijeras,ciseaux,Schere,forbici
substantivos,test,exame,test,examen,Examen,esame
substantivos,ceiling,teto,techo,plafond,Decke,soffitto
substantivos,texture,textura,textura,texture,Textur,tessitura
substantivos,hairband,tiara,tiara,tiare,Tiara,diadema
substantivos,tiger,tigre,tigre,tigre,Tiger,tigre
substantivos,diffidence,timidez,timidez,timidité,Schüchternheit,timidezza
substantivos,paint,tinta,color,peinture,Farbe,colore
substantivos,like,tipo,tipo,genre,Typ,fare
substantivos,tyrant,tirano,tirano,tyran,Tyrann,tiranno
substantivos,title,título,título,titre,Titel,titolo
substantivos,towel,toalha,toalla,serviette,Handtuch,asciugamano
substantivos,torch,archote,antorcha,torche,Fackel,fiaccola
substantivos,capture,tomada,toma,prise de courant,Anschlussstecker,inquadratura
substantivos,dizziness,tontura,vértigo,vertige,Schwindel,vertigine
substantivos,topaz,topázio,topacio,topaze,Topas,topazio
substantivos,touch,tocar,contacto,contact,Kontakt,contatto
substantivos,faucet,bica,espita,robinet,Hahn,rubinetto
substantivos,bull,touro,toro,mâle,Bulle,maschio
substantivos,costume,traje,traje,toilette,Kleidung,conviene
substantivos,trumpet,trombeta,trompeta,trompette,Trompete,tromba
substantivos,omnipresence,ubiquidade,ubicuidad,ubiquité,Allgegenwärtigkeit,onnipresenza
substantivos,breast,mama,ubre,mamelle,Brust,mammella
substantivos,ufology,ufologia,ufología,ovniologie,Ufologie,ufologia
substantivos,outrage,ultraje,atropello,affront,Beleidigung,oltraggio
substantivos,overdrive,ultrapassagem,-,-,-,levatura
substantivos,navel,umbigo,ombligo,ombilic,Nabel,ombelico
substantivos,unanimity,unanimidade,unanimidad,unanimité,Einstimmigkeit,unanimità
substantivos,ointment,unguento,ungüento,baume,Salbe,crema
substantivos,nail,unha,uña,ongle,Nagel,unghia
substantivos,union,união,unión,union,Union,unione
substantivos,unicorn,unicórnio,unicornio,licorne,Einhorn,unicorno
substantivos,universe,universo,universo,univers,Universum,universo
substantivos,university,universidade,universidad,université,Hochschule,università
substantivos,uranium,urânio,uranio,uranium,Uran,uranio
substantivos,urgency,urgência,urgencia,urgence,Harndrang,tenesmo vescicale
substantivos,urn,urna,urna,urne,Urne,urna
substantivos,bear,urso,oso,ours,Bär,orso
substantivos,nettle,ortiga,ortiga,ortie,Nessel,ortica
substantivos,plant,fábrica,fábrica,fabrique,Anlage,impianto
substantivos,cow,vaca,vaca,vache,Kuh,mucca
substantivos,vaccine,vacina,vacuna,vaccin,Impfstoff,vaccinazione antivaiolosa
substantivos,car,vagão,coche,wagon,Wagen,vagone
substantivos,vale,vale,valle,vallée,Tal,valle
substantivos,portmanteau,maleta,maleta,malle,Aktentasche,bagaglio
substantivos,value,valor,valor,valeur,Wert,valore
substantivos,vampire,vampiro,vampiro,vampire,Vampir,Chiroptera
substantivos,van,van,furgoneta,fourgon,Lieferwagen,autofurgone
substantivos,vapor,vapor,vapor,vapeur,Dampf,vapore
substantivos,rod,vara,palo,bâton,Stab,bastone
substantivos,verandah,varanda,veranda,veranda,Veranda,balconata
substantivos,vessel,vasilha,receptáculo,récipient,Gefäß,recipiente
substantivos,vessel,vasilha,receptáculo,récipient,Gefäß,recipiente
substantivos,broom,vassoura,escoba,balai,Besen,granata
substantivos,leakage,vazamento,fuga,fuite,Leck,fuga
substantivos,vein,veia,vena,veine,Ader,vena
substantivos,car,carruagem,coche,bagnole,Fuhrwerk,automobile
substantivos,old woman,velha,mujer vieja,vieille femme,Alte,vecchia
substantivos,oldness,velhice,vejez,vieillesse,Alter,terza età
substantivos,sail,vela,vela,bougie,Segel,vela
substantivos,speed,velocidade,velocidad,vitesse,Schnelligkeit,celerità
substantivos,wind,vento,viento,vent,Wind,vento
substantivos,word,verbo,verbo,parole,Wort,parola
substantivos,truth,verdade,verdad,vérité,Wahrheit,verità
substantivos,worn,usado,traje,porté,getragen,abito
substantivos,time,vez,vez,fois,Mal,volta
substantivos,chatter,vibração,vibraciones,vibration,Vibration,vibrazioni
substantivos,glass,vidro,vidrio,verre,Glas,vetro
substantivos,alert,vigilante,alerta,attentif,alert,arzillo
substantivos,cup,chávena,cubilete,tasse,Tasse,tazza
substantivos,chess,xadrez,ajedrez,échecs,Schach,scacchi
substantivos,rear,retaguarda,retaguardia,arrière-garde,Nachhut,retroguardia
substantivos,angry,zangado,enojado,fâché,böse,arrabbiato
substantivos,zebra,zebra,cebra,zèbre,Zebra,zebra
substantivos,overseer,alcaide,conserje,bailli,Hausmeister,custode
substantivos,fly,braguilha,bragueta,braguette,Hosenschlitz,chiusura lampo
substantivos,district,região,distrito,district,Bezirk,zona
substantivos,birdseed,alpiste,-,alpiste,-,-
substantivos,attendant,atendente,-,-,-,-
substantivos,cry,choro,llorar,larme,Träne,-
substantivos,voice actor,dublador,actriz voz,-,-,-
substantivos,dropout,egresso,-,-,-,-
substantivos,be dusk,entardecer,atardecer,-,-,-
substantivos,feather-duster,espanador,-,pelle à poussière,Staubtuch,-
substantivos,scarlet eggplant,jiló,-,-,-,-
substantivos,sealing wax,lacre,-,cire à cacheter,Siegelwachs,-
substantivos,spar,longarina,-,-,-,-
substantivos,watchman,olheiro,-,-,-,-
substantivos,vanishing,sumiço,desaparición,-,Verschwinden,-
substantivos,slide,tobogã,tobogán acuático,toboggan,Toboggan,-
substantivos,boosterism,ufanismo,-,-,-,-
substantivos,unction,unção,-,onction,Salbung,-
substantivos,firefly,vagalume,-,-,Platzanweiser,-
substantivos,shank,vareta,varilla,tringle,-,-
substantivos,nosey,xereta,-,-,-,-
adjetivos,blessed,abençoado,-,béni,gesegnet,beata
adjetivos,accurate,acurado,correcto,accurat,akkurat,accurato
adjetivos,fantastic,admirável,admirable,merveilleux,wunderbar,ammirabile
adjetivos,affable,afável,afable,gentil,sanft,amichevole
adjetivos,bustling,agitado,inquieto,agité,aufgeregt,febbrile
adjetivos,orange,alaranjado,anaranjado,orange,Orange,arancione
adjetivos,heart,amável,afable,cœur,Herzchen,cuore
adjetivos,anonymous,anônimo,anónimo,anonyme,anonym,anonimo
adjetivos,apathetic,apático,apático,apathique,apathisch,apatico
adjetivos,arrogant,arrogante,arrogante,fat,dünkelhaft,arrogante
adjetivos,ascendant,ascendente,ascendente,ascendant,ansteigend,ascendente
adjetivos,attentive,atencioso,atento,attentif,aufmerksam,attento
adjetivos,audacious,arriscado,audaz,audacieux,draufgängerisch,audace
adjetivos,sophisticated,avançado,mejorado,amélioré,erweitert,avanzato
adjetivos,underdog,azarado,desdichado,malchanceux,unglücklich,povero
adjetivos,aerial,aéreo,aéreo,chimérique,aus Luft bestehend,sù
adjetivos,fast,rápido,rápido,preste,fix,rapido
adjetivos,rough,áspero,áspero,rude,grob,rugoso
adjetivos,gold,de ouro,dorada,doré,golden,aurea
adjetivos,blue,azul,azul,bleu,blau,azzurra
adjetivos,abashed,acanhado,encogido,timide,bang,angoscioso
adjetivos,adherent,aderente,adhesivo,adhérent,klebend,aderente
adjetivos,accurate,afinado,correcto,exact,akkurat,esatto
adjetivos,blunt,agreste,basto,grossier,arg,crudo
adjetivos,feathery,alado,alado,ailé,geflügelt,alato
adjetivos,mobile,ambulante,movedizo,mobile,beweglich,mobile
adjetivos,crisp,alegre,acalorado,actif,agil,operoso
adjetivos,favourite,apreciado,-,satisfaisant,aufgefasst,apprezzato
adjetivos,artistic,artístico,artístico,artistique,künstlerisch,artìstico
adjetivos,active,ativo,activo,actif,Aktiva,attivo
adjetivos,authentic,autêntico,auténtico,authentique,authentisch,autentico
adjetivos,acid,azeda,agrio,aigre,sauer,acido
adjetivos,algid,álgido,álgido,algide,kalt,algido
adjetivos,acquisitive,cobiçoso,codicioso,avide,begehrlich,avido
adjetivos,open,aberto,abierto,ouvert,offen,aperto
adjetivos,absolute,absoluto,absoluto,absolu,absolut,assoluto
adjetivos,accused,acusado,acusado,inculpé,Angeklagte,accusata
adjetivos,torpid,adormecido,dormida,endormi,schlafend,addormentato
adjetivos,affluent,afluente,afluente,abondant,Bach,affluenti
adjetivos,alien,alheio,ajeno,bien d’autrui,ausländisch,altrui
adjetivos,bitter,amargo,amargo,amer,bitter,amara
adjetivos,anxious,ansiosa,ansioso,anxieux,besorgt,ansioso
adjetivos,hasty,apressado,"(hecho, -a) a la carrera",bâclé,hastig,affrettato
adjetivos,brutal,arisco,bronco,bougon,brummig,brusco
adjetivos,low,baixa,baja,bas,niedrig,bassa
adjetivos,beautiful,bela,bello,beau,schön,bello
adjetivos,queer,bizarro,bizarro,bizarre,seltsam,curioso
adjetivos,dupe,bobo,tonto,nigaud,Schaf,pècoro
adjetivos,handsome,bonito,bello,beau,hübsch,bello
adjetivos,brave,brava,valiente,courageuse,tapfer,ardito
adjetivos,ablaze,ardente,radiante,brillant,strahlend,brillante
adjetivos,bronze,bronze,moreno,bronzé,bronzen,bronzeo
adjetivos,brute,bruto,bruto,brut,brutal,lordo
adjetivos,bucolic,bucólico,bucólico,bucolique,arkadisch,arcadico
adjetivos,box tree,buxo,boj,buis,Buchsbaum,bosso
adjetivos,Byzantine,bizantino,bizantino,byzantin,byzantinisch,bizantino
adjetivos,biblical,bíblico,bíblico,biblique,biblisch,biblico
adjetivos,inexpensive,barata,barata,peu coûteuse,billig,economica
adjetivos,quiet,calma,poco,tranquille,sanft,calmo
adjetivos,light,clara,pálido,léger,hell,chiaro chiara
adjetivos,blind,cego,ciego,aveugle,blind,cieco
adjetivos,full,cheio,lleno,plein,voll,pieno
adjetivos,gay,chato,achatado,plat,schwul,piano
adjetivos,cyclic,cíclico,cíclico,alcoylant,alkalisieren,alcalinizzare
adjetivos,cynic,cínico,cínico,cynique,Zyniker,cinico
adjetivos,classic,clássico,característico,classique,klassisch,classico
adjetivos,cogent,coerente,coherente,cohérent,kohärent,coerente
adjetivos,colossal,colossal,prodigioso,colossal,enorm,faraonico
adjetivos,common,comum,común,commun,gemeinsam,comune
adjetivos,concrete,concreto,hormigón,concret,Beton,concreto
adjetivos,bewildering,confuso,confuso,confus,verstört,che lascia perplesso
adjetivos,frozen,congelado,congelado,congelé,gefroren,gelato
adjetivos,known,conhecido,conocido,connu,bekannt,conosciuto
adjetivos,fast,consistente,firme,ferme,Ackerhof,fermo
adjetivos,gay,alegre,feliz,gai,ausgelassen,allegra
adjetivos,contrary,contrário,contrario,défavorable,abgeneigt,contrario
adjetivos,brave,animoso,bravo,brave,artig,bravo
adjetivos,thin,acre,acerbo,fin,beißend,acre
adjetivos,cosmopolite,cosmopolita,cosmopolita,cosmopolite,Weltbürger,apolide
adjetivos,critic,crítico,crítico,critique,Kritiker,recensore
adjetivos,cruel,cruel,cruel,cruel,grausam,crudele
adjetivos,attention,atenção,atención,attention,Achtung,cura
adjetivos,agog,curioso,curioso,curieux,kurios,curiosi
adjetivos,sceptical,céptico,escéptico,dubitatif,skeptisch,dubitativo
adjetivos,sulphurous,cáustico,cáustico,caustique,kaustisch,caustico
adjetivos,rainy,chuvoso,lluvioso,bruineux,regnerisch,piovoso
adjetivos,circle,circular,moverse en círculo,cercler,umkreisen,cerchiare
adjetivos,cobalt,cobalto,cobalto,cobalt,Kobalt,cobalto
adjetivos,cosmic,cósmico,cósmico,cosmique,kosmisch,cosmico
adjetivos,cone-shaped,cônico,cónico,conique,kegelförmig,conico
adjetivos,careful,cauteloso,atento,prudent,vorsichtig,prudente
adjetivos,curricular,curricular,curricular,-,Lehrplan-,curricolare
adjetivos,thick,denso,denso,dense,dicht,denso
adjetivos,gold,dourado,oro,or,golden,dorato
adjetivos,sweet,doce,dulce,doux,süß,dolce
adjetivos,straight,direto,derecho,comme il faut,aufrecht,destro
adjetivos,divine,divina,divino,divin,göttlich,divino
adjetivos,arduous,aflitivo,afligido,pénible,betrüblich,doloroso
adjetivos,active,activo,activo,énergique,aktiv,attivo
adjetivos,long-term,duradouro,continuo,permanent,andauernd,continuo
adjetivos,dynamic,dinâmica,dinamica,dynamique,dynamisch,dinamica
adjetivos,discrete,discreto,discreto,discret,diskret,separato
adjetivos,far,distante,lejano,lointain,entfernt,lontano
adjetivos,comic,cômico,chistoso,drôle,komisch,comico
adjetivos,domestic,doméstico,nacional,domestique,Inland,nazionale
adjetivos,dominant,dominante,dominante,dominant,dominant,dominante
adjetivos,sleepyhead,dorminhoco,dormilón,ensomeillé,Schlafmütze,dormiglione
adjetivos,gifted,dotado,con altas capacidades intelectuales,doué,begabt,talentato
adjetivos,clumsy,desajeitado,torpe,gauche,plump,impacciato
adjetivos,desperate,desesperado,desesperada,désespéré,verzweifelt,disperato
adjetivos,comprehensive,detalhado,completo,complet,detailliert,singole
adjetivos,double,duplo,doble,double,doppelt,doppia
adjetivos,hard,dura,dura,dur,fest,dura
adjetivos,awkward,brando,delicado,délicat,behutsam,delicato
adjetivos,intriguing,desafiador,desafiador,défi,aufsässig,sfidante
adjetivos,sublime,elevado,sublime,sublime,sublim,alto
adjetivos,huge,enorme,enorme,énorme,sehr groß,enorme
adjetivos,arcane,escuro,oscuro,obscur,dunkel,oscuro
adjetivos,queer,bizarro,extraño,bizarre,seltsam,curioso
adjetivos,ethical,ético,ético,éthique,ethisch,etico
adjetivos,frazzle,exausto,exhausto,brisé,erschöpft,affaticato
adjetivos,exotic,exótico,extranjero,exotique,exotisch,esotico
adjetivos,elegant,elegante,chic,élégant,elegant,elegante
adjetivos,resilient,elástico,elástico,souple,elastisch,elastico
adjetivos,active,activo,activo,énergique,aktiv,attivo
adjetivos,emphatic,enfático,enérgico,emphatique,ausdrücklich,energico
adjetivos,false,errado,falso,faux,falsch,errato
adjetivos,lean,esbelto,delgada,mince,dürr,magro
adjetivos,scanty,escasso,escaso,insuffisant,knapp,scarso
adjetivos,slippery,escorregadio,resbaladizo,glissant,glatt,scivoloso
adjetivos,active,aplicado,diligente,assidu,beflissen,laborioso
adjetivos,specific,específico,específico,spécifique,spezifisch,specifico
adjetivos,smart,esperto,capaz,habile,beweglich,furbo
adjetivos,thick,espesso,grueso,gros,dick,spessa
adjetivos,static,estático,estático,statique,statisch,statico
adjetivos,barren,estéril,ilusorio,abortif,steril,infertile
adjetivos,abiding,duradouro,continuo,permanent,andauernd,continuo
adjetivos,accurate,acurado,correcto,accurat,akkurat,esatto
adjetivos,excessive,excessivo,desmesurado,excessif,ausbündig,eccessivo
adjetivos,exclusive,exclusivo,exclusivo,exclusif,Exklusivmodus,esclusivo
adjetivos,model,exemplar,ejemplar,exemplaire,Abdruck,esemplare
adjetivos,effusive,expansivo,-,expansif,dehnbar,espansive
adjetivos,experienced,experiente,experto,experimenté,kundig,esperto
adjetivos,explicit,explícito,explícito,clair,ausdrücklich,esplicito
adjetivos,expressive,expressivo,expresivo,argent,ausdrucksvoll,facondo
adjetivos,ample,amplo,amplio,étendu,ausgedehnt,abbondante
adjetivos,out,exterior,fuera,hors,heraus,fuori
adjetivos,extraordinary,extraordinário,extraordinario,extraordinaire,außergewöhnlich,straordinaria
adjetivos,exultant,exultante,apoteósica,triomphal,beschwingt,esultante
adjetivos,fair,equilibrado,equilibrado,equilibré,fair,equa
adjetivos,effortless,fácil,fácil or nada penoso,aisé,mühelos,facile
adjetivos,cold,fria,fría,froid,kalt,fredda
adjetivos,thin,fino,acerbo,fin,beißend,acre
adjetivos,hard,forte,fuerte,fort,stark,forte
adjetivos,weak,fraca,débil,faible,schwach,debole
adjetivos,gay,alegre,feliz,gai,ausgelassen,allegra
adjetivos,ugly,feia,fea,laid,hässlich,brutto
adjetivos,fertile,fértil,fecundo,fécond,fruchtbar,fertile
adjetivos,direct,destro,derecho,droit,aufrecht,destro
adjetivos,floppy,flexível,floja,souple,schlaff,floscia
adjetivos,flowery,florido,floreado,fleuri,blumig,fiorita
adjetivos,flaming,fogoso,salaz,-,feurig,salace
adjetivos,beautiful,belo,bello,beau,angenehm,bello
adjetivos,big,grande,grande,grand,groß,grande
adjetivos,thick,espesso,grueso,gros,dick,spessa
adjetivos,graceful,gracioso,gracioso,gracieux,anmutig,affascinante
adjetivos,pure,castiço,puro,propre,rein,autentico
adjetivos,giant,gigante,gigante,géant,Gigant,orco
adjetivos,distinguished,célebre,conocido,fameux,berühmt,celebre
adjetivos,luscious,gostoso,delicioso,délicieuse,appetitlich,delizioso
adjetivos,ruler,governante,gobernante,gouvernante,Herrscher,re
adjetivos,grateful,grato,alegre,reconnaissant,dankbar,grato
adjetivos,adult,adulto,adulto,majeur,arg,adulto
adjetivos,Greek,grego,griego,grec,Griechisch,greco
adjetivos,country,campestre,campesino,de la campagne,ländlich,di campagna
adjetivos,boy,baixinho,chaval,garçon,Junge,bambino
adjetivos,Gaulish,gaulês,-,gaulois,gallisch,gallico
adjetivos,genetic,genético,génico,génétique,genbedingt,genetico
adjetivos,broad,geral,general,général,allgemein,generale
adjetivos,icy,gelado,helado,crème glacée,Eiskrem,gelato
adjetivos,handsome,hábil,diestro,habile,anstellig,abile
adjetivos,harmonious,harmonioso,apropiado,harmonieux,harmonisch,armonico
adjetivos,hostile,hostil,hostil,hostile,feindlich,nemico
adjetivos,humble,humilde,humilde,humble,demütig,umile
adjetivos,aged,idoso,persona de edad,âgé,alt,anziano
adjetivos,humble,humilde,humilde,humble,demütig,umile
adjetivos,famous,célebre,conocido,célèbre,berühmt,celebre
adjetivos,astronomical,enorme,enorme,énorme,enorm,enorme
adjetivos,important,importante,importante,majeur,wichtig,adulto
adjetivos,unlikely,improvável,improbable,improbable,unwahrscheinlich,difficile
adjetivos,unaccessible,inacessível,inaccesible,inaccessible,unzugänglich,impervio
adjetivos,unlikely,incrível,increíble,invraisemblable,unglaublich,incredibile
adjetivos,doubtful,aleatório,indeciso,incertain,fraglich,dubbioso
adjetivos,childish,infantil,infantil,enfantin,kindisch,infantile
adjetivos,haunting,inesquecível,inolvidable,inoubliable,unvergesslich,incancellabile
adjetivos,unjust,injusto,injusto,injuste,ungerecht,ingiusto
adjetivos,artless,ingênuo,inocente,ingénu,naiv,innocente
adjetivos,instable,instável,variable,changeant,labil,instabile
adjetivos,small,jovem,joven,jeune,jung,giovane
adjetivos,accurate,acurado,correcto,accurat,richtig,corretto
adjetivos,cheerful,alegre,alegre,gai,fröhlich,allegro
adjetivos,able,hábil,diestro,habile,anstellig,abile
adjetivos,player,jogador,jugador,joueur,Spieler,attrice
adjetivos,far-sighted,ajuizado,acertado,sage,gescheit,saggio
adjetivos,pretty,belo,bello,beau,angenehm,bello
adjetivos,long,comprido,larga,longue,lang,lunga
adjetivos,light,leve,ligero,léger,leicht,leggero
adjetivos,slow,lento,lento,lent,langsam,lenta
adjetivos,smooth,liso,liso,lisse,glatt,liscio
adjetivos,free,livre,libre,libre,frei,libera
adjetivos,nut,doido,chalado,folle,Irre,pazzo
adjetivos,bright,brilhante,brillante,clair,anschaulich,brillante
adjetivos,dismal,lúgubre,solemne,ténébreux,düster,tetro
adjetivos,brief,conciso,conciso,concis,bündig,breve
adjetivos,backed,ladeado,acostado,accosté,beseitet,accostato
adjetivos,moan,gemido,gemido,gémissement,Anklage,gèmito
adjetivos,bawdy,lascivo,lascivo,lascif,geil,lascivo
adjetivos,dormant,latente,latente,latent,latent,latente
adjetivos,cool,bacana,guay,cool,juristisch,figa
adjetivos,fair,legível,legible,lisible,leserlich,leggibile
adjetivos,layman,laico,laico,laïc,Laie,laico
adjetivos,lazar,leproso,leproso,lépreux,leprakrank,lazzaro
adjetivos,generous,desapegado,abundante,généreux,freigebig,liberale
adjetivos,liturgical,litúrgico,litúrgico,liturgique,liturgisch,liturgico
adjetivos,ripe,maduro,adulto,mûr,ausgewachsen,adulto
adjetivos,bad,mau,mala,méchant,gemein,male
adjetivos,mean,médio,media,moyen,durchschnittlich,medio
adjetivos,little finger,dedo auricular,dedo meñique,auriculaire,kleiner finger,mignolo
adjetivos,contemporary,contemporânea,contemporaria,contemporain,zeitgenössisch,contemporaneo
adjetivos,wet,molhado,mojado,mouillé,feucht,bagnata
adjetivos,lukewarm,morno,tibia,tiède,lauwarm,tiepida
adjetivos,silent,mudo,callado,muet,Stummer,muto
adjetivos,magical,mágico,brujo,charmant,magisch,fattucchiera
adjetivos,appreciable,apreciável,considerable,imposant,erhaben,considerevole
adjetivos,evil,maléfica,mal,malfaisant,böse,male
adjetivos,wonderful,maravilhoso,maravilloso,merveilleux,wunderbar,meraviglioso
adjetivos,maritime,marítimo,marítimo,marin,nautisch,marino
adjetivos,masculine,masculina,masculina,masculin,männlich,maschile
adjetivos,stuff,material,material,matériau,Material,materiale
adjetivos,motherly,maternal,materno,maternel,mütterlich,materno
adjetivos,maximal,máximo,máximo,maximum,maximal,massimale
adjetivos,mechanic,mecânico,mecánico,mécanicien,Mechaniker,meccanico
adjetivos,medium,mediano,medial,intermédiaire,median,intermedio
adjetivos,melancholic,melancólica,melancólica,mélancolique,melancholisch,malinconico
adjetivos,melodious,melodioso,melodioso,mélodieux,melodisch,armonioso
adjetivos,mental,mental,agudo,mental,geistig,mentale
adjetivos,teacher,mestra,maestra,maître d’école,Lehrerin,insegnante
adjetivos,metaphysical,metafísico,metafísico,métaphysique,Metaphysiker,metafisico
adjetivos,methodical,metódico,metódico,méthodique,methodisch,metodico
adjetivos,microscopic,microscópico,microscópica,microscopique,mikroskopisch,microscopico
adjetivos,new,nova,nueva,nouveau,neu,nuova
adjetivos,natural,natural,normal,naturel,normal,naturale
adjetivos,mandatory,necessário,necesario,requis,obligatorisch,necessario
adjetivos,black,negro,negro,noir,schwarz,nero
adjetivos,mad,bravo,enfadada,en colère,böse,nervoso
adjetivos,noble,nobre,noble,aristocrate,Adliger,nobile
adjetivos,bizarre,barroco,bizarro,singulier,absonderlich,bizzaro
adjetivos,cloudy,nublado,"nublado, -a",nuageux,bewölkt,annuvolato
adjetivos,numeric,numérico,numérico,de nombre,Zahl(en)-,numerico
adjetivos,nutritional,nutritiva,alimenticia,alimentaire,trophisch,nutrizionale
adjetivos,nautical,náutico,marino,marin,nautisch,marino
adjetivos,desolate,entristecedor,adusto,morne,dunkel,afflitto
adjetivos,humble,humilde,humilde,humble,demütig,umile
adjetivos,lazy,ocioso,ocioso,oisif,inaktiv,scioperato
adjetivos,hateful,odioso,desagradable,désagréable,verhasst,odioso
adjetivos,civil servant,empregado,empleado,fonctionnaire,Beamter,funzionario
adjetivos,eighth,oitavo,octavo,huitième,achte,ottavo
adjetivos,baleful,ameaçador,siniestro,laid,ominös,sinistro
adjetivos,opaque,opaco,opaco,mat,undeutlich,coprente
adjetivos,opposite,oposto,contrario,opposé,entgegengesetzt,di fronte
adjetivos,eye-related,óptico,óptico,optique,optisch,ottico
adjetivos,vocal,oral,bucal,vocal,laut,buccale
adjetivos,ordinary,ordinária,ordinaria,ordinaire,gewöhnlich,ordinaria
adjetivos,original,original,original,original,ursprünglich,originale
adjetivos,ornate,ornado,ornado,-,-,riccamente ornato
adjetivos,swaying,oscilante,oscilante,mal assuré,-,instabile
adjetivos,audacious,arriscado,osado,audacieux,draufgängerisch,audace
adjetivos,oval,oval,óvalo,ovale,Oval,ovale
adjetivos,rusty,oxidado,herrumbroso,rouillé,verrostet,rugginoso
adjetivos,compliant,obediente,obediente,obéissant,folgsam,ubbidiente
adjetivos,vision,objetivo,objetivo,objectif,Traumbild,oggetto
adjetivos,mandatory,necessário,necesario,requis,obligatorisch,obbligatorio
adjetivos,vulgar,obsceno,grosero,trivial,abgedroschen,frivolo
adjetivos,dogged,birrento,acérrimo,obstiné,eigensinnig,ostinato
adjetivos,hidden,oculto,escondido,occulte,okkult,nascosto
adjetivos,little,pequeno,pequeño,petit,klein,piccolo
adjetivos,perfective aspect,perfeito,perfecto,parfait,Perfektum,perfetto
adjetivos,abject,coitado,digno de lástima,pauvre,arm,miserabile
adjetivos,forceful,forte,fuerte,puissant,gewaltig,forte
adjetivos,polite,polida,cortés,courtois,höflich,cortese
adjetivos,black,negra,negra,noir,schwarz,nera
adjetivos,close,perto,próxima,proche,nah,vicina
adjetivos,public,pública,pública,public,öffentlich,pubblico
adjetivos,patient,paciente,paciente,patient,geduldig,paziente
adjetivos,paid,pago,-,-,bezahlt,reso
adjetivos,tactile,palpável,palpable,palpable,fühlbar,palpabile
adjetivos,quit,parado,quieto,calme,leblos,fermo
adjetivos,partial,parcial,forma leve de parálisis,paralysie légère ou incomplète,Lähmung,paralisi leggera od incompleta
adjetivos,past,passado,pasado,passé,Vergangenheit,passato
adjetivos,sardonic,escarnificante,patético,sardonique,kläglich,patetico
adjetivos,own,peculiar,peculiar,propre,abgesondert,proprio
adjetivos,bookworm,pedante,pedante,pédant,pedantisch,pedante
adjetivos,pending,pendente,pendiente,action,anstehend,attività
adjetivos,aware,perceptivo,perspicaz,perspicace,wahrnehmend,acuto
adjetivos,lost,perdida,perdida,perdu,verloren,perso
adjetivos,dangerous,perigoso,peligroso,dangereux,gefährlich,pericolosa
adjetivos,permanent,permanente,permanente,constant,dauernd,permanente
adjetivos,perspicacious,perspicaz,perspicaz,perspicace,klar denkend,acuto
adjetivos,pessimist,pessimista,pesimista,pessimiste,Pessimist,pessimistica
adjetivos,placid,plácido,plácido,placide,friedlich,placido
adjetivos,complete,cheio,completo,entier,ganz,completo
adjetivos,plural,plural,plural,pluriel,Mehrzahl,plurale
adjetivos,poetic,poético,poético,poétique,dichterisch,poetica
adjetivos,political,política,político,politique,politisch,politico
adjetivos,popular,popular,popular,populaire,populär,popolare
adjetivos,plus,positivo,positivo,plus,positiv,positiva
adjetivos,forceful,forte,fuerte,puissant,gewaltig,forte
adjetivos,handy,prático,hábil,utile,anstellig,utile
adjetivos,thin,de pouca densidade,rara,rare,dürftig,raro
adjetivos,accurate,acurado,correcto,accurat,genau,necessario
adjetivos,rife,predominante,predominante,prédominant,vorherrschend,predominante
adjetivos,favourite,preferido,favorito,favori,Favorit,favorito
adjetivos,set,preparado,medicamento confeccionado,prêt,Präparation,pronta
adjetivos,hot,quente,caliente,chaud,heiß,calda
adjetivos,chemical,químico,químico,chimique,chemisch,chimico
adjetivos,quixotic,quixotesco,quijotesco,quichottesque,quichottisch,donchisciottesco
